,title,genre
194,"['My Agenda', 'Yeu Nu Sieu Quay', 'Il fait jour ce matin', 'Shattered Fragments', 'Tie long', 'Wonjoe', 'Method Movie 3', 'Watching Aiden', 'The 5th Dimension', 'Before the After', 'Reyvumun', 'Mind, Body and Bullshit', 'The Solace of Orpheus', 'De Volta Ao Jardim', 'Abattoir: The Foundation', 'Tumo kodeksas', 'Illuminations: Short Films of Discovery', 'Shane Todd: Lonely Child', 'Please, Mrs. West', 'Krymskaya Istoriya X', 'Honest Work', 'Concerned Space Wives or The Freelancer', 'Crazy Bugs: The Movie', 'Meri Shaan Hai Vardi', ""Derniers remords avant l'oubli"", 'Hollywood Salutes Israel', 'Hustlers & Empires', 'Eiga Okaasan to Issho hajimeteno daibouken', 'Super Hustle', 'The List', 'Emotional Blackmail', 'Lol: Rzhaka', 'No. 1 Villa', 'Fridge Horror', 'Revenge of the Dead', 'Dead White Girl', 'Jornalero', 'The Great Escape of 3S Ladies', 'Kaoticni Zivot Nade Kadic', 'Superman The Power', 'Rider Real', 'Business Trip Massage to Stimulate Erogenous Sensation', 'Perfume', 'Dead Air', 'Blackout', 'Burn Out or The Voluntary Servitude', 'Shaghaltna Arjantenia', 'Mazhayathu', 'The Ghosts of Hanley House: 50th Anniversary Edition', 'The Other Wife']","['Drama', 'Comedy', 'Drama', 'Drama', 'Crime', 'Drama', 'Sport', 'Drama', 'Drama', 'Horror', 'Comedy', 'Drama', 'Thriller', 'Biography', 'Drama', 'Comedy', 'Drama', 'Drama', 'Comedy', 'Drama', 'Animation', 'Drama', 'Drama', 'History', 'Drama', 'Family', 'Comedy', 'Drama', 'Family', 'Comedy', 'Horror', 'Horror', 'Drama', 'Drama', 'Comedy, Drama', 'Action', 'Action, Drama', 'Action', 'Drama', 'Drama', 'Horror, Thriller', 'Drama', 'Comedy', 'Drama, Family', 'Horror', 'Comedy, Drama']"
195,"['The Chaser', 'Lost in Yonderville', 'The Best Years', 'Out of Time', 'Grown Up', 'Hell Is Empty', 'Tujuh Bidadari', 'Marti', 'Stained Glass', 'Mi Mariachi', 'Scars That Bleed', 'Dear Melissa', 'Impetuous', 'IAC My Story', 'Infiltrated', 'Rules for Retrogrades', 'Imprint A Call for Help', 'Binyû yakyoku: Midareru shirahada', 'Finders Keepers', 'NS404: Provenance', 'Magic Book', 'Verso un altrove', 'Empty Frame', 'Mnémora: Pueblo, Poder y Tiempo', 'Dobryy vecher', 'Wolfsbane Say my Name', 'Kid Normal and the Rogue Heroes', 'Doc Plague & The Truth Fairy', 'Afterthought', 'Toro Pesado', 'Maya Bhavanam', 'Money Latino', 'Heroz', 'The Grandest Wedding of Royals', 'Caught Off Guard', 'Tu Rehna Mera', 'can we just love', 'The Nefarious Consortium', 'Murder 4 Dummies', 'Dost Taru Sapnu', ""Honey Bunny and Doggy's Day Out"", 'Leading to Revelation', 'Vadkanvadászat', 'Bananarama: Live at the London Eventim Hammersmith Apollo', 'Always Live Laugh Love', 'Mummy Dearest 2: The Wedding', 'Legend Second of Tang Dynasty', 'Kindness for Weakness', 'Die Abenteuer des Tiberius von Hadern', 'La distancia']","['Drama, Thriller', 'Comedy, Drama', 'Action, Crime, Drama', 'Horror', 'Drama', 'Comedy', 'Drama', 'Drama', 'Thriller', 'History', 'Action', 'Talk-Show', 'Drama', 'Drama', 'Comedy', 'Drama', 'Drama', 'Action, Adventure, Sci-Fi', 'Comedy, Crime', 'Action', 'Comedy, Drama, Fantasy', 'Adventure', 'Drama', 'Drama', 'Drama', 'Drama', 'Drama', 'Action, Romance', 'Drama', 'Romance', 'Drama, Romance', 'Crime, Horror, Thriller', 'Comedy, Horror', 'Drama', 'Action, Comedy', 'Drama', 'History', 'Music', 'Drama', 'Comedy', 'Comedy, Drama', 'Comedy', 'Drama']"
196,"['Travel! Frog in the Shallow Well', 'Pretty Princess', 'The Baby Shower', 'The Theory of Robin Thilander', 'Dangerous Games', 'The Endless Village', 'Those Who Can', 'Another Day at the Office', 'Le Partie', 'The Green Man', 'Hadi Ya!', 'Rule', 'Les Lions de Cannes 2018: Les meilleures publicités au monde', 'Super Luigi Thunder: The First Epic Movie', 'Reveries', 'Undhinapur', 'Keep Watch the Lifetime', 'An Underwear Company Is Designing A New Range of Sporty Lingerie. Three Competitive Female Employees Volunteer Themselves As Models, Leading to A Raunchy Presentation in Underwear', 'Metal Gamer', 'Memento Civitas', 'Silver Platter', ""De l'amour sous la haine?"", 'River Pirates', 'Ira (german)', 'The Second Coming', 'Star Wars: Literacy Strikes Back', 'The Adventures of Kaitlyn Kitty Kat Kay', 'The Ghost of Room 13', 'Nyanyian Anak', 'G.I.A.', 'Yaprak', 'Bir salak iki avanak', 'American Comic', 'Zaraab', 'Alone: The Sicarius Games', 'Liturgiya oglashennykh', 'Kehu Ba Deewana Naihar Me', 'The Trusted', 'The Runaway', 'Golden Land', 'The Woods', 'Emerald Islands of Malaysia', 'A Mysterious Tribe in China', 'Half-Quaked', 'Hentai oyaji: Love me! Itten daa', 'Tsvetnoy Svet', 'The Good Old Days', 'Understand Me', 'Lysa Hora', 'The Village']","['Comedy', 'Drama, Romance', 'Thriller', 'Comedy', 'Comedy', 'Drama', 'Comedy', 'Comedy', 'Comedy', 'Drama', 'Drama', 'Drama', 'Comedy', 'Animation, Adventure, Fantasy', 'Comedy', 'Drama', 'Action, Adventure', 'Drama', 'Horror', 'Fantasy', 'Adventure', 'Horror', 'Family, Musical', 'Action, Comedy, Sci-Fi', 'Action, Mystery', 'Comedy', 'Drama, Family', 'Thriller', 'Musical', 'Drama', 'Drama, Family, Thriller', 'Drama, Family, Fantasy', 'Horror', 'Comedy', 'Fantasy, Romance', 'Crime', 'Horror, Mystery, Thriller', 'Drama']"
197,"['Polar Lady Tied Up Beauty Wife Sono Six', 'The Restaurant Scene', 'The 33rd Sun', 'Aaya Hai Dulha Dulhan Le Jayega (AHDDLJ)', ""They'll Find Him in the River"", 'Dream Country', 'Sooner Than Now', 'Tian shàng diào xià gè lín mèi mei', 'Abscess', 'La Ferita', '111: The Sunriser', 'Fantasy Dream Trip', 'Colores de Pasión', 'Is That Man Your Husband?', 'Grim Places', 'El Tamalon Navideño', 'Les Diaboliques-Remix', 'Orange Valley', 'Captain Buffalo', 'Sharkmen', 'Squatters', 'Stage 5', 'Pur laine', 'The Soul of Shui People in 1944', 'Tshering', 'MULT v kino. Vypusk # 80', 'Houroub Moufajee', 'Missed Take', 'The Remedial', 'Patient 52', 'Eight', 'Citizen Erased', 'Being Joe', 'Love You 2', 'Anuttara', 'The Value of Your Personal Data', 'The Legacy of Gilbert Klingel: Man of Steel', ""Katrina's Dream"", 'Mane No.67', 'A Conscious Battle', 'Heegondu Dina', 'The Francis Ellis Mysteries', 'Jai Shree Daam', 'Auto Rickshawala', 'Minu', 'Motorhead - Clean Your Clock', 'Master of Oil Painting', 'Awang Gerudi', 'Miles E. Benedict', 'Scrapped']","['Drama', 'Drama', 'Drama, Mystery', 'Family, Music, Musical', 'Drama, Mystery', 'Fantasy', 'Drama', 'Family', 'Drama', 'Thriller', 'Drama', 'Comedy, Romance', 'Comedy', 'Horror', 'Comedy', 'Drama, Thriller', 'Thriller', 'Drama', 'Action', 'Crime, Horror, Thriller', 'Drama', 'Comedy, Drama', 'Family', 'Animation', 'Crime, Horror, Mystery', 'Drama, Thriller', 'Mystery', 'Thriller', 'Crime, Drama, Thriller', 'Drama', 'Drama', 'Drama', 'Biography', 'Drama, Romance', 'Horror', 'Drama', 'Drama', 'Mystery', 'Comedy', 'Drama', 'Drama, Mystery, Thriller', 'Horror', 'Action, Comedy', 'Comedy', 'Horror']"
198,"['Intervention', 'We Can Do Anything', ""Ana Mendieta: 'The Earth That Covers Us Speaks'"", 'Urban Shakedown', 'The Parents in the World', 'American Tender', 'Rakshana', 'Demon', 'The Bystander', 'A Class of One', 'Rangada Hudugaru', 'Red House Rising', 'Nora', 'Luna', 'Jalaamsham', '30 Tage bis zum Untergang', 'Pale Folks', 'Ashes to Ashes', 'Dead Alive Series', 'Wahrheit', 'Renkli Balik Yeni Dünyalar Kâsifi', 'Zenigata', 'Mundal', 'Fall Guy', 'Journey to the Snowing Mountains', 'The Resurrection Man', 'Bail', '#Bodygoals', 'Vom Graben', 'Klasstastar', 'Friended: Deep Dark Web', 'Tian Shang De Hai Zi', 'Detective Dover', 'Black Sun 2', 'Fading', 'Abbundanza', 'Atruptha', 'Trampa Mortal', 'The Hours Of Light', 'Tai Xian', 'Suan si shi', 'Pretpostavka nevinosti', 'Forgotten Planets', 'Crossing the Line', 'Hero', 'Hu', 'Red Heart, Blank Face', 'Mestri', 'Offroad', 'Scars']","['Drama', 'Drama', 'Comedy', 'Action, Drama, Romance', 'Action', 'Comedy, Horror', 'Comedy', 'Drama', 'Romance, Sci-Fi, Thriller', 'History', 'Crime', 'Mystery', 'Horror', 'Drama', 'Animation', 'Action', 'Drama', 'Drama', 'Horror', 'Drama', 'Comedy', 'Drama, Mystery, Thriller', 'Comedy', 'Comedy', 'Drama', 'Comedy, Crime', 'Action', 'Drama', 'Drama', 'Action, Comedy', 'Drama', 'Mystery', 'Drama', 'Drama, Family', 'Drama', 'Drama', 'Drama', 'Drama', 'Drama, Fantasy, Mystery', 'Action, Drama, Thriller']"
199,"['Mary Poppins Returns', 'Spider-Man: Into the Spider-Verse', 'Venom', 'Avengers: Infinity War', 'Ready Player One', 'The Grinch', 'Fantastic Beasts: The Crimes of Grindelwald', 'The Christmas Chronicles', 'A Star Is Born', 'Bohemian Rhapsody', 'Black Panther', 'Vice', 'The Meg', 'Deadpool 2', 'Crazy Rich Asians', 'Mission: Impossible - Fallout', 'Aquaman', 'Bird Box', 'Solo: A Star Wars Story', 'Green Book', 'Under the Silver Lake', 'A Quiet Place', 'Red Sparrow', 'Beautiful Boy', 'The Favourite', 'Hereditary', 'Ant-Man and the Wasp', 'Jurassic World: Fallen Kingdom', 'Night Hunter', 'Mortal Engines', 'The Ballad of Buster Scruggs', 'The Nutcracker and the Four Realms', ""Ocean's Eight"", 'Mamma Mia! Here We Go Again', 'Bumblebee', 'Ghostland', 'Fifty Shades Freed', 'Capharnaüm', 'Annihilation', 'Isle of Dogs', 'BlacKkKlansman', 'A Futile and Stupid Gesture', 'Robin Hood', 'Outlaw King', 'Game Night', 'A Simple Favor', 'Suspiria', ""The Girl in the Spider's Web"", 'Tomb Raider', 'Rampage']","['Adventure, Comedy, Family', 'Animation, Action, Adventure', 'Action, Adventure, Sci-Fi', 'Action, Adventure, Sci-Fi', 'Action, Adventure, Sci-Fi', 'Animation, Adventure, Comedy', 'Adventure, Family, Fantasy', 'Adventure, Comedy, Family', 'Drama, Music, Romance', 'Biography, Drama, Music', 'Action, Adventure, Sci-Fi', 'Biography, Comedy, Drama', 'Action, Horror, Sci-Fi', 'Action, Adventure, Comedy', 'Comedy, Drama, Romance', 'Action, Adventure, Thriller', 'Action, Adventure, Fantasy', 'Horror, Sci-Fi', 'Action, Adventure, Sci-Fi', 'Biography, Comedy, Drama', 'Crime, Drama, Mystery', 'Drama, Horror, Sci-Fi', 'Action, Drama, Thriller', 'Biography, Drama', 'Biography, Comedy, Drama', 'Drama, Horror, Mystery', 'Action, Adventure, Comedy', 'Action, Adventure, Sci-Fi', 'Action, Thriller', 'Action, Adventure, Fantasy', 'Comedy, Drama, Musical', 'Adventure, Family, Fantasy', 'Action, Comedy, Crime', 'Comedy, Musical, Romance', 'Action, Adventure, Sci-Fi', 'Drama, Horror, Mystery', 'Drama, Romance, Thriller', 'Drama', 'Adventure, Drama, Horror', 'Animation, Adventure, Comedy', 'Biography, Comedy, Crime', 'Biography, Comedy', 'Action, Adventure, Drama', 'Action, Biography, Drama', 'Action, Comedy, Crime', 'Comedy, Crime, Mystery', 'Drama, Fantasy, Horror', 'Action, Crime, Drama', 'Action, Adventure, Fantasy', 'Action, Adventure, Sci-Fi']"
200,"['Mary Poppins Returns', 'Spider-Man: Into the Spider-Verse', 'Venom', 'Avengers: Infinity War', 'Ready Player One', 'The Grinch', 'Fantastic Beasts: The Crimes of Grindelwald', 'The Christmas Chronicles', 'A Star Is Born', 'Bohemian Rhapsody', 'Black Panther', 'Vice', 'The Meg', 'Deadpool 2', 'Crazy Rich Asians', 'Mission: Impossible - Fallout', 'Aquaman', 'Bird Box', 'Solo: A Star Wars Story', 'Green Book', 'Under the Silver Lake', 'A Quiet Place', 'Red Sparrow', 'Beautiful Boy', 'The Favourite', 'Hereditary', 'Ant-Man and the Wasp', 'Jurassic World: Fallen Kingdom', 'Night Hunter', 'Mortal Engines', 'The Ballad of Buster Scruggs', 'The Nutcracker and the Four Realms', ""Ocean's Eight"", 'Mamma Mia! Here We Go Again', 'Bumblebee', 'Ghostland', 'Fifty Shades Freed', 'Capharnaüm', 'Annihilation', 'Isle of Dogs', 'BlacKkKlansman', 'A Futile and Stupid Gesture', 'Robin Hood', 'Outlaw King', 'Game Night', 'A Simple Favor', 'Suspiria', ""The Girl in the Spider's Web"", 'Tomb Raider', 'Rampage']","['Adventure, Comedy, Family', 'Animation, Action, Adventure', 'Action, Adventure, Sci-Fi', 'Action, Adventure, Sci-Fi', 'Action, Adventure, Sci-Fi', 'Animation, Adventure, Comedy', 'Adventure, Family, Fantasy', 'Adventure, Comedy, Family', 'Drama, Music, Romance', 'Biography, Drama, Music', 'Action, Adventure, Sci-Fi', 'Biography, Comedy, Drama', 'Action, Horror, Sci-Fi', 'Action, Adventure, Comedy', 'Comedy, Drama, Romance', 'Action, Adventure, Thriller', 'Action, Adventure, Fantasy', 'Horror, Sci-Fi', 'Action, Adventure, Sci-Fi', 'Biography, Comedy, Drama', 'Crime, Drama, Mystery', 'Drama, Horror, Sci-Fi', 'Action, Drama, Thriller', 'Biography, Drama', 'Biography, Comedy, Drama', 'Drama, Horror, Mystery', 'Action, Adventure, Comedy', 'Action, Adventure, Sci-Fi', 'Action, Thriller', 'Action, Adventure, Fantasy', 'Comedy, Drama, Musical', 'Adventure, Family, Fantasy', 'Action, Comedy, Crime', 'Comedy, Musical, Romance', 'Action, Adventure, Sci-Fi', 'Drama, Horror, Mystery', 'Drama, Romance, Thriller', 'Drama', 'Adventure, Drama, Horror', 'Animation, Adventure, Comedy', 'Biography, Comedy, Crime', 'Biography, Comedy', 'Action, Adventure, Drama', 'Action, Biography, Drama', 'Action, Comedy, Crime', 'Comedy, Crime, Mystery', 'Drama, Fantasy, Horror', 'Action, Crime, Drama', 'Action, Adventure, Fantasy', 'Action, Adventure, Sci-Fi']"
201,"['Mary Poppins Returns', 'Spider-Man: Into the Spider-Verse', 'Venom', 'Avengers: Infinity War', 'Ready Player One', 'The Grinch', 'Fantastic Beasts: The Crimes of Grindelwald', 'The Christmas Chronicles', 'A Star Is Born', 'Bohemian Rhapsody', 'Black Panther', 'Vice', 'The Meg', 'Deadpool 2', 'Crazy Rich Asians', 'Mission: Impossible - Fallout', 'Aquaman', 'Bird Box', 'Solo: A Star Wars Story', 'Green Book', 'Under the Silver Lake', 'A Quiet Place', 'Red Sparrow', 'Beautiful Boy', 'The Favourite', 'Hereditary', 'Ant-Man and the Wasp', 'Jurassic World: Fallen Kingdom', 'Night Hunter', 'Mortal Engines', 'The Ballad of Buster Scruggs', 'The Nutcracker and the Four Realms', ""Ocean's Eight"", 'Mamma Mia! Here We Go Again', 'Bumblebee', 'Ghostland', 'Fifty Shades Freed', 'Capharnaüm', 'Annihilation', 'Isle of Dogs', 'BlacKkKlansman', 'A Futile and Stupid Gesture', 'Robin Hood', 'Outlaw King', 'Game Night', 'A Simple Favor', 'Suspiria', ""The Girl in the Spider's Web"", 'Tomb Raider', 'Rampage']","['Adventure, Comedy, Family', 'Animation, Action, Adventure', 'Action, Adventure, Sci-Fi', 'Action, Adventure, Sci-Fi', 'Action, Adventure, Sci-Fi', 'Animation, Adventure, Comedy', 'Adventure, Family, Fantasy', 'Adventure, Comedy, Family', 'Drama, Music, Romance', 'Biography, Drama, Music', 'Action, Adventure, Sci-Fi', 'Biography, Comedy, Drama', 'Action, Horror, Sci-Fi', 'Action, Adventure, Comedy', 'Comedy, Drama, Romance', 'Action, Adventure, Thriller', 'Action, Adventure, Fantasy', 'Horror, Sci-Fi', 'Action, Adventure, Sci-Fi', 'Biography, Comedy, Drama', 'Crime, Drama, Mystery', 'Drama, Horror, Sci-Fi', 'Action, Drama, Thriller', 'Biography, Drama', 'Biography, Comedy, Drama', 'Drama, Horror, Mystery', 'Action, Adventure, Comedy', 'Action, Adventure, Sci-Fi', 'Action, Thriller', 'Action, Adventure, Fantasy', 'Comedy, Drama, Musical', 'Adventure, Family, Fantasy', 'Action, Comedy, Crime', 'Comedy, Musical, Romance', 'Action, Adventure, Sci-Fi', 'Drama, Horror, Mystery', 'Drama, Romance, Thriller', 'Drama', 'Adventure, Drama, Horror', 'Animation, Adventure, Comedy', 'Biography, Comedy, Crime', 'Biography, Comedy', 'Action, Adventure, Drama', 'Action, Biography, Drama', 'Action, Comedy, Crime', 'Comedy, Crime, Mystery', 'Drama, Fantasy, Horror', 'Action, Crime, Drama', 'Action, Adventure, Fantasy', 'Action, Adventure, Sci-Fi']"
202,"['Mary Poppins Returns', 'Spider-Man: Into the Spider-Verse', 'Venom', 'Avengers: Infinity War', 'Ready Player One', 'The Grinch', 'Fantastic Beasts: The Crimes of Grindelwald', 'The Christmas Chronicles', 'A Star Is Born', 'Bohemian Rhapsody', 'Black Panther', 'Vice', 'The Meg', 'Deadpool 2', 'Crazy Rich Asians', 'Mission: Impossible - Fallout', 'Aquaman', 'Bird Box', 'Solo: A Star Wars Story', 'Green Book', 'Under the Silver Lake', 'A Quiet Place', 'Red Sparrow', 'Beautiful Boy', 'The Favourite', 'Hereditary', 'Ant-Man and the Wasp', 'Jurassic World: Fallen Kingdom', 'Night Hunter', 'Mortal Engines', 'The Ballad of Buster Scruggs', 'The Nutcracker and the Four Realms', ""Ocean's Eight"", 'Mamma Mia! Here We Go Again', 'Bumblebee', 'Ghostland', 'Fifty Shades Freed', 'Capharnaüm', 'Annihilation', 'Isle of Dogs', 'BlacKkKlansman', 'A Futile and Stupid Gesture', 'Robin Hood', 'Outlaw King', 'Game Night', 'A Simple Favor', 'Suspiria', ""The Girl in the Spider's Web"", 'Tomb Raider', 'Rampage']","['Adventure, Comedy, Family', 'Animation, Action, Adventure', 'Action, Adventure, Sci-Fi', 'Action, Adventure, Sci-Fi', 'Action, Adventure, Sci-Fi', 'Animation, Adventure, Comedy', 'Adventure, Family, Fantasy', 'Adventure, Comedy, Family', 'Drama, Music, Romance', 'Biography, Drama, Music', 'Action, Adventure, Sci-Fi', 'Biography, Comedy, Drama', 'Action, Horror, Sci-Fi', 'Action, Adventure, Comedy', 'Comedy, Drama, Romance', 'Action, Adventure, Thriller', 'Action, Adventure, Fantasy', 'Horror, Sci-Fi', 'Action, Adventure, Sci-Fi', 'Biography, Comedy, Drama', 'Crime, Drama, Mystery', 'Drama, Horror, Sci-Fi', 'Action, Drama, Thriller', 'Biography, Drama', 'Biography, Comedy, Drama', 'Drama, Horror, Mystery', 'Action, Adventure, Comedy', 'Action, Adventure, Sci-Fi', 'Action, Thriller', 'Action, Adventure, Fantasy', 'Comedy, Drama, Musical', 'Adventure, Family, Fantasy', 'Action, Comedy, Crime', 'Comedy, Musical, Romance', 'Action, Adventure, Sci-Fi', 'Drama, Horror, Mystery', 'Drama, Romance, Thriller', 'Drama', 'Adventure, Drama, Horror', 'Animation, Adventure, Comedy', 'Biography, Comedy, Crime', 'Biography, Comedy', 'Action, Adventure, Drama', 'Action, Biography, Drama', 'Action, Comedy, Crime', 'Comedy, Crime, Mystery', 'Drama, Fantasy, Horror', 'Action, Crime, Drama', 'Action, Adventure, Fantasy', 'Action, Adventure, Sci-Fi']"
203,"['Mary Poppins Returns', 'Spider-Man: Into the Spider-Verse', 'Venom', 'Avengers: Infinity War', 'Ready Player One', 'The Grinch', 'Fantastic Beasts: The Crimes of Grindelwald', 'The Christmas Chronicles', 'A Star Is Born', 'Bohemian Rhapsody', 'Black Panther', 'Vice', 'The Meg', 'Deadpool 2', 'Crazy Rich Asians', 'Mission: Impossible - Fallout', 'Aquaman', 'Bird Box', 'Solo: A Star Wars Story', 'Green Book', 'Under the Silver Lake', 'A Quiet Place', 'Red Sparrow', 'Beautiful Boy', 'The Favourite', 'Hereditary', 'Ant-Man and the Wasp', 'Jurassic World: Fallen Kingdom', 'Night Hunter', 'Mortal Engines', 'The Ballad of Buster Scruggs', 'The Nutcracker and the Four Realms', ""Ocean's Eight"", 'Mamma Mia! Here We Go Again', 'Bumblebee', 'Ghostland', 'Fifty Shades Freed', 'Capharnaüm', 'Annihilation', 'Isle of Dogs', 'BlacKkKlansman', 'A Futile and Stupid Gesture', 'Robin Hood', 'Outlaw King', 'Game Night', 'A Simple Favor', 'Suspiria', ""The Girl in the Spider's Web"", 'Tomb Raider', 'Rampage']","['Adventure, Comedy, Family', 'Animation, Action, Adventure', 'Action, Adventure, Sci-Fi', 'Action, Adventure, Sci-Fi', 'Action, Adventure, Sci-Fi', 'Animation, Adventure, Comedy', 'Adventure, Family, Fantasy', 'Adventure, Comedy, Family', 'Drama, Music, Romance', 'Biography, Drama, Music', 'Action, Adventure, Sci-Fi', 'Biography, Comedy, Drama', 'Action, Horror, Sci-Fi', 'Action, Adventure, Comedy', 'Comedy, Drama, Romance', 'Action, Adventure, Thriller', 'Action, Adventure, Fantasy', 'Horror, Sci-Fi', 'Action, Adventure, Sci-Fi', 'Biography, Comedy, Drama', 'Crime, Drama, Mystery', 'Drama, Horror, Sci-Fi', 'Action, Drama, Thriller', 'Biography, Drama', 'Biography, Comedy, Drama', 'Drama, Horror, Mystery', 'Action, Adventure, Comedy', 'Action, Adventure, Sci-Fi', 'Action, Thriller', 'Action, Adventure, Fantasy', 'Comedy, Drama, Musical', 'Adventure, Family, Fantasy', 'Action, Comedy, Crime', 'Comedy, Musical, Romance', 'Action, Adventure, Sci-Fi', 'Drama, Horror, Mystery', 'Drama, Romance, Thriller', 'Drama', 'Adventure, Drama, Horror', 'Animation, Adventure, Comedy', 'Biography, Comedy, Crime', 'Biography, Comedy', 'Action, Adventure, Drama', 'Action, Biography, Drama', 'Action, Comedy, Crime', 'Comedy, Crime, Mystery', 'Drama, Fantasy, Horror', 'Action, Crime, Drama', 'Action, Adventure, Fantasy', 'Action, Adventure, Sci-Fi']"
204,"['Mary Poppins Returns', 'Spider-Man: Into the Spider-Verse', 'Venom', 'Avengers: Infinity War', 'Ready Player One', 'The Grinch', 'Fantastic Beasts: The Crimes of Grindelwald', 'The Christmas Chronicles', 'A Star Is Born', 'Bohemian Rhapsody', 'Black Panther', 'Vice', 'The Meg', 'Deadpool 2', 'Crazy Rich Asians', 'Mission: Impossible - Fallout', 'Aquaman', 'Bird Box', 'Solo: A Star Wars Story', 'Green Book', 'Under the Silver Lake', 'A Quiet Place', 'Red Sparrow', 'Beautiful Boy', 'The Favourite', 'Hereditary', 'Ant-Man and the Wasp', 'Jurassic World: Fallen Kingdom', 'Night Hunter', 'Mortal Engines', 'The Ballad of Buster Scruggs', 'The Nutcracker and the Four Realms', ""Ocean's Eight"", 'Mamma Mia! Here We Go Again', 'Bumblebee', 'Ghostland', 'Fifty Shades Freed', 'Capharnaüm', 'Annihilation', 'Isle of Dogs', 'BlacKkKlansman', 'A Futile and Stupid Gesture', 'Robin Hood', 'Outlaw King', 'Game Night', 'A Simple Favor', 'Suspiria', ""The Girl in the Spider's Web"", 'Tomb Raider', 'Rampage']","['Adventure, Comedy, Family', 'Animation, Action, Adventure', 'Action, Adventure, Sci-Fi', 'Action, Adventure, Sci-Fi', 'Action, Adventure, Sci-Fi', 'Animation, Adventure, Comedy', 'Adventure, Family, Fantasy', 'Adventure, Comedy, Family', 'Drama, Music, Romance', 'Biography, Drama, Music', 'Action, Adventure, Sci-Fi', 'Biography, Comedy, Drama', 'Action, Horror, Sci-Fi', 'Action, Adventure, Comedy', 'Comedy, Drama, Romance', 'Action, Adventure, Thriller', 'Action, Adventure, Fantasy', 'Horror, Sci-Fi', 'Action, Adventure, Sci-Fi', 'Biography, Comedy, Drama', 'Crime, Drama, Mystery', 'Drama, Horror, Sci-Fi', 'Action, Drama, Thriller', 'Biography, Drama', 'Biography, Comedy, Drama', 'Drama, Horror, Mystery', 'Action, Adventure, Comedy', 'Action, Adventure, Sci-Fi', 'Action, Thriller', 'Action, Adventure, Fantasy', 'Comedy, Drama, Musical', 'Adventure, Family, Fantasy', 'Action, Comedy, Crime', 'Comedy, Musical, Romance', 'Action, Adventure, Sci-Fi', 'Drama, Horror, Mystery', 'Drama, Romance, Thriller', 'Drama', 'Adventure, Drama, Horror', 'Animation, Adventure, Comedy', 'Biography, Comedy, Crime', 'Biography, Comedy', 'Action, Adventure, Drama', 'Action, Biography, Drama', 'Action, Comedy, Crime', 'Comedy, Crime, Mystery', 'Drama, Fantasy, Horror', 'Action, Crime, Drama', 'Action, Adventure, Fantasy', 'Action, Adventure, Sci-Fi']"
205,"['Mary Poppins Returns', 'Spider-Man: Into the Spider-Verse', 'Venom', 'Avengers: Infinity War', 'Ready Player One', 'The Grinch', 'Fantastic Beasts: The Crimes of Grindelwald', 'The Christmas Chronicles', 'A Star Is Born', 'Bohemian Rhapsody', 'Black Panther', 'Vice', 'The Meg', 'Deadpool 2', 'Crazy Rich Asians', 'Mission: Impossible - Fallout', 'Aquaman', 'Bird Box', 'Solo: A Star Wars Story', 'Green Book', 'Under the Silver Lake', 'A Quiet Place', 'Red Sparrow', 'Beautiful Boy', 'The Favourite', 'Hereditary', 'Ant-Man and the Wasp', 'Jurassic World: Fallen Kingdom', 'Night Hunter', 'Mortal Engines', 'The Ballad of Buster Scruggs', 'The Nutcracker and the Four Realms', ""Ocean's Eight"", 'Mamma Mia! Here We Go Again', 'Bumblebee', 'Ghostland', 'Fifty Shades Freed', 'Capharnaüm', 'Annihilation', 'Isle of Dogs', 'BlacKkKlansman', 'A Futile and Stupid Gesture', 'Robin Hood', 'Outlaw King', 'Game Night', 'A Simple Favor', 'Suspiria', ""The Girl in the Spider's Web"", 'Tomb Raider', 'Rampage']","['Adventure, Comedy, Family', 'Animation, Action, Adventure', 'Action, Adventure, Sci-Fi', 'Action, Adventure, Sci-Fi', 'Action, Adventure, Sci-Fi', 'Animation, Adventure, Comedy', 'Adventure, Family, Fantasy', 'Adventure, Comedy, Family', 'Drama, Music, Romance', 'Biography, Drama, Music', 'Action, Adventure, Sci-Fi', 'Biography, Comedy, Drama', 'Action, Horror, Sci-Fi', 'Action, Adventure, Comedy', 'Comedy, Drama, Romance', 'Action, Adventure, Thriller', 'Action, Adventure, Fantasy', 'Horror, Sci-Fi', 'Action, Adventure, Sci-Fi', 'Biography, Comedy, Drama', 'Crime, Drama, Mystery', 'Drama, Horror, Sci-Fi', 'Action, Drama, Thriller', 'Biography, Drama', 'Biography, Comedy, Drama', 'Drama, Horror, Mystery', 'Action, Adventure, Comedy', 'Action, Adventure, Sci-Fi', 'Action, Thriller', 'Action, Adventure, Fantasy', 'Comedy, Drama, Musical', 'Adventure, Family, Fantasy', 'Action, Comedy, Crime', 'Comedy, Musical, Romance', 'Action, Adventure, Sci-Fi', 'Drama, Horror, Mystery', 'Drama, Romance, Thriller', 'Drama', 'Adventure, Drama, Horror', 'Animation, Adventure, Comedy', 'Biography, Comedy, Crime', 'Biography, Comedy', 'Action, Adventure, Drama', 'Action, Biography, Drama', 'Action, Comedy, Crime', 'Comedy, Crime, Mystery', 'Drama, Fantasy, Horror', 'Action, Crime, Drama', 'Action, Adventure, Fantasy', 'Action, Adventure, Sci-Fi']"
